Name,Date,State
Pomona,09/01/1904,Missouri
Powersville,11/02/1903,Missouri
Prairiehill,09/15/1903,Missouri
Princeton,03/02/1903,Missouri
Purdin,09/02/1901,Missouri
Purdy,04/01/1903,Missouri
Queen City,09/01/1902,Missouri
Quitman,09/02/1901,Missouri
Randolph,12/01/1903,Missouri
Ravenwood,10/01/1901,Missouri
Raymore,03/01/1901,Missouri
Rea,07/15/1904,Missouri
Reeds,10/01/1901,Missouri
Reger,03/02/1903,Missouri
Republic,08/01/1903,Missouri
Revere,03/02/1903,Missouri
Rhineland,01/15/1904,Missouri
Richards,09/15/1903,Missouri
Richhill,04/01/1902,Missouri
Richmond,10/01/1901,Missouri
Ridgeway,09/15/1903,Missouri
Rinehart,05/16/1904,Missouri
Ritchey,04/01/1903,Missouri
Roads,12/15/1903,Missouri
Rocheport,05/01/1903,Missouri
Rockport,04/16/1900,Missouri
Rockville,05/01/1902,Missouri
Rocky Comfort,09/01/1904,Missouri
Rolla,10/01/1904,Missouri
Roseland,12/15/1903,Missouri
Rosendale,01/01/1903,Missouri
Rothville,11/01/1902,Missouri
Rush Hill,04/15/1904,Missouri
Rushville,02/02/1903,Missouri
Russellville,11/15/1904,Missouri
Rutledge,07/01/1901,Missouri
Saint Catharine,05/01/1902,Missouri
Saint Charles,07/16/1900,Missouri
Saint Joseph,01/02/1901,Missouri
Saint Louis,03/01/1902,Missouri
Saint Peters,04/15/1904,Missouri
Saline,03/01/1904,Missouri
Salisbury,10/01/1901,Missouri
Sarcoxie,12/02/1901,Missouri
Savannah,03/02/1903,Missouri
Saxton,02/01/1902,Missouri
Schell City,09/15/1903,Missouri
Sedalia,10/01/1902,Missouri
Seligman,04/15/1904,Missouri
Seneca,04/01/1903,Missouri
Seymour,03/02/1903,Missouri
Shackleford,07/01/1904,Missouri
Shelbina,10/01/1901,Missouri
Shelbyville,09/01/1902,Missouri
Sheldon,09/15/1903,Missouri
Sheridan,03/02/1903,Missouri
Sibley,02/01/1902,Missouri
Silex,05/15/1901,Missouri
Skidmore,09/01/1900,Missouri
Slater,02/02/1903,Missouri
Smithton,03/01/1904,Missouri
Smithville,09/01/1903,Missouri
Sorrell,05/01/1903,Missouri
South Greenfield,07/15/1904,Missouri
South Saint Joseph,03/01/1902,Missouri
Speed,05/02/1904,Missouri
Springfield,11/01/1901,Missouri
Spruce,02/15/1904,Missouri
Stahl,10/01/1904,Missouri
Stanberry,06/01/1901,Missouri
Stedman,10/01/1904,Missouri
Steffenville,10/01/1903,Missouri
Stewartsville,11/01/1901,Missouri
Stillings,01/15/1904,Missouri
Stotts City,10/01/1904,Missouri
Strafford,09/15/1904,Missouri
Sturgeon,04/15/1904,Missouri
Sumner,10/01/1901,Missouri
Sweetsprings,04/01/1903,Missouri
Tarkio,08/15/1900,Missouri
Taylor,08/01/1903,Missouri
Thompson,09/15/1904,Missouri
Tina,03/02/1903,Missouri
Tipton,09/15/1903,Missouri
Trenton,01/02/1901,Missouri
Trimble,11/02/1903,Missouri
Triplett,01/01/1904,Missouri
Troy,12/01/1902,Missouri
Turney,09/02/1901,Missouri
Union Star,09/01/1903,Missouri
Unionville,08/01/1902,Missouri
Urich,03/01/1902,Missouri
Utica,11/01/1901,Missouri
Valley Park,06/01/1904,Missouri
Vandalia,02/01/1901,Missouri
Verona,04/01/1903,Missouri
Versailles,11/01/1901,Missouri
Vibbard,11/16/1903,Missouri
Villaridge,04/15/1904,Missouri
Wakenda,10/01/1902,Missouri
Walker,09/01/1902,Missouri
Walnutgrove,04/01/1904,Missouri
Warren,04/15/1904,Missouri
Warrensburg,07/01/1902,Missouri
Warrenton,02/15/1901,Missouri
Warsaw,05/02/1904,Missouri
Washington,10/01/1904,Missouri
Watson,09/01/1903,Missouri
Waverly,05/16/1904,Missouri
Weatherby,09/01/1903,Missouri
Weaubleau,12/01/1904,Missouri
Webb City,04/01/1903,Missouri
Wellington,09/01/1903,Missouri
Wellsville,07/01/1902,Missouri
Wentworth,04/01/1903,Missouri
Wentzville,05/16/1904,Missouri
Westalton,02/02/1903,Missouri
Westboro,09/01/1902,Missouri
Westline,07/01/1904,Missouri
Weston,09/01/1902,Missouri
Westplains,02/02/1903,Missouri
Wheeling,05/01/1901,Missouri
Whiteside,01/15/1904,Missouri
Whitewater,11/01/1904,Missouri
Willard,10/01/1903,Missouri
Williamstown,09/15/1903,Missouri
Windsor,01/01/1902,Missouri
Winfield,10/15/1904,Missouri
Winston,09/01/1903,Missouri
Wise,11/15/1904,Missouri
Wooldridge,01/01/1904,Missouri
Worth,09/01/1903,Missouri
Wright City,11/01/1902,Missouri
Wyaconda,03/02/1903,Missouri
Yarrow,12/15/1904,Missouri
