Name,Date,State
Lyons,07/01/1902,Michigan
Manchester,11/01/1900,Michigan
Manistee,03/01/1902,Michigan
Manistique,04/15/1904,Michigan
Manton,09/02/1901,Michigan
Maple Rapids,03/16/1903,Michigan
Marcellus,11/01/1902,Michigan
Marine City,12/01/1903,Michigan
Marion,09/01/1904,Michigan
Marlette,07/01/1902,Michigan
Marshall,07/01/1901,Michigan
Martin,09/15/1903,Michigan
Mason,10/01/1900,Michigan
Mattawan,12/02/1901,Michigan
Maybee,08/01/1903,Michigan
Mayville,11/01/1900,Michigan
Mc Cords,07/01/1902,Michigan
Mc Gregor,04/01/1904,Michigan
Mears,11/15/1904,Michigan
Melvin,12/15/1903,Michigan
Memphis,10/01/1900,Michigan
Mendon,09/15/1900,Michigan
Menominee,03/02/1903,Michigan
Merrill,07/01/1902,Michigan
Mesick,02/15/1904,Michigan
Metamora,10/01/1903,Michigan
Middleton,03/01/1902,Michigan
Middleville,05/01/1899,Michigan
Midland,07/01/1902,Michigan
Milan,11/01/1902,Michigan
Milford,08/15/1900,Michigan
Millington,09/01/1900,Michigan
Minden City,07/01/1903,Michigan
Moline,03/01/1902,Michigan
Monroe,06/04/1900,Michigan
Montague,09/02/1901,Michigan
Montgomery,04/01/1902,Michigan
Montrose,07/01/1902,Michigan
Moorepark,09/01/1903,Michigan
Morenci,11/01/1900,Michigan
Morgan,02/15/1904,Michigan
Morley,10/01/1901,Michigan
Morrice,11/15/1900,Michigan
Moscow,04/01/1902,Michigan
Mosherville,12/15/1903,Michigan
Mount Clemens,06/02/1902,Michigan
Mount Morris,09/01/1902,Michigan
Mount Pleasant,02/01/1902,Michigan
Muir,03/15/1901,Michigan
Mulliken,07/01/1903,Michigan
Munger,02/01/1902,Michigan
Munith,10/15/1900,Michigan
Muskegon,04/16/1900,Michigan
Napoleon,07/01/1902,Michigan
Nashville,04/01/1903,Michigan
Nessen City,10/01/1903,Michigan
New Baltimore,08/01/1904,Michigan
New Boston,08/01/1903,Michigan
New Haven,07/01/1904,Michigan
New Hudson,11/01/1902,Michigan
New Lothrop,05/01/1902,Michigan
Newaygo,11/01/1901,Michigan
Newport,01/15/1904,Michigan
Niles,09/01/1900,Michigan
North Adams,11/01/1901,Michigan
North Benton,07/01/1901,Michigan
North Detroit,07/01/1903,Michigan
Northbranch,12/01/1903,Michigan
Northstar,01/01/1904,Michigan
Northstreet,09/15/1904,Michigan
Northville,11/01/1902,Michigan
Norvell,10/01/1901,Michigan
Nottawa,05/01/1899,Michigan
Novi,10/01/1902,Michigan
Nunica,04/01/1904,Michigan
Oakgrove,10/01/1902,Michigan
Oakley,05/01/1903,Michigan
Okemos,02/01/1901,Michigan
