Name,Date
Dunns Station0,4/01/1901
East Berlin1,0/01/1902
East Brady0,7/01/1903
East Earl1,1/01/1904
East Greenville0,7/01/1903
East Millsboro0,8/01/1904
East Smithfield0,5/02/1904
East Springfield0,3/02/1903
East Stroudsburg1,1/01/1900
Easton0,9/01/1903
Edinboro0,6/02/1902
Edinburg0,7/01/1901
Eighty-four0,2/01/1901
Eldred0,2/01/1902
Elizabeth0,9/01/1903
Elizabethtown1,1/01/1902
Elkland0,4/01/1904
Elverson0,5/01/1903
Elwood City1,0/01/1903
Embreeville0,4/01/1904
Emlenton0,8/15/1902
Emlenton1,1/01/1902
Emporium0,2/01/1901
Enon Valley1,0/01/1903
Ephrata0,4/01/1902
Erie 1,2/01/1900
Espyville Station1,0/01/1900
Etters1,1/01/1902
Euclid0,8/15/1902
Evans City0,8/15/1902
Everett1,0/01/1901
Export0,1/01/1904
Fairfield1,0/15/1900
Fairmount City0,9/01/1904
Fairmount Springs1,2/15/1904
Fairview0,9/15/1904
Fayette City0,7/01/1904
Felton1,0/01/1903
Fenelton0,8/15/1902
Finleyville1,0/15/1900
Fishers Ferry1,0/15/1904
Fleetwood0,7/01/1903
Fleming0,6/01/1904
Flicksville0,9/15/1904
Florence1,0/15/1900
Ford City1,0/15/1903
Forksville0,9/15/1903
Franklin0,6/02/1900
Fredericksburg1,2/01/1904
Fredonia0,2/15/1904
Freeport0,1/15/1901
Friedens1,2/01/1904
Fullerton1,1/15/1904
Gaines0,4/01/1904
Gap0,9/01/1903
Geigers Mills 1,1/01/1904
Genesee0,7/01/1904
Geneva0,9/02/1901
Gettysburg0,2/01/1900
Gibsonia0,7/15/1903
Gillett0,5/02/1904
Girard0,4/01/1902
Glades Mills0,8/15/1902
Glen Rock1,0/01/1901
Glenmoore0,2/01/1904
Glenshaw0,7/01/1903
Glenville1,2/01/1903
Glyndon1,2/01/1903
Godard1,1/16/1903
Gordonville1,1/01/1902
Grafton0,5/16/1904
Grampian0,9/01/1900
Grand Valley0,3/01/1902
Granville Summit0,5/02/1904
Greatbend0,6/01/1904
Greenlane0,9/01/1902
Greensburg0,6/01/1901
Greenville1,0/01/1901
Grindstone1,1/02/1903
Grove City0,9/02/1901
Guys Mills1,2/01/1903
Hackney0,4/01/1901
Hadley0,2/15/1904
Hallstead0,6/01/1904
Hamburg0,9/01/1900
Hanlin Station1,0/15/1900
Hanover1,1/01/1902
Harbourcreek0,4/01/1903
Harmarville0,6/01/1904
Harmonsburg1,2/01/1903
Harmony0,8/15/1902
Harrisburg0,8/01/1903
Harrison Valley1,1/01/1902
Harrisville1,1/01/1901
Hartstown0,3/15/1901
Harveys0,4/01/1904
Hatfield0,3/16/1903
Hellam1,2/01/1902
Hellertown0,2/01/1904
Hepburnville0,8/01/1903
Hilliards0,8/15/1902
Hollsopple0,4/15/1904
Homestead0,9/01/1903
Honeybrook0,2/01/1904
Hookstown1,2/01/1900
Hopewell1,1/15/1904
Hughesville0,8/01/1903
Hunkers0,5/02/1904
Hunlock Creek0,8/15/1904
Huntingdon0,3/02/1903
Hydetown1,2/01/1903
Idaville1,1/16/1903
Imperial0,9/01/1903
Independent0,2/01/1901
Indiana0,9/05/1899
Industry0,4/15/1904
Irwin1,0/02/1899
Jackson Center1,1/01/1901
Jackson Summit0,7/15/1904
Jamestown0,3/15/1901
Jamison City1,2/15/1904
Jeannette0,6/01/1904
Jermyn0,5/01/1901
Jersey Shore0,8/01/1903
Jerseytown0,7/01/1903
Johnstown0,8/01/1902
Julian1,2/15/1904
Kane 0,2/01/1902
Karns City0,8/15/1902
Keisters0,8/15/1902
Kelly Station0,7/01/1903
Kelton0,2/01/1904
Kennard0,2/15/1904
Kennett Square0,8/15/1900
Kerrmoor0,7/01/1902
Kersey0,1/01/1904
Kinzers0,3/02/1903
Kinzua0,7/15/1904
Kittanning0,9/15/1899
Knox1,2/01/1903
Knoxville0,9/15/1904
Kremis0,2/15/1904
Kutztown0,4/01/1904
Laceyville0,5/02/1904
Lancaster1,2/21/1896
Landenburg1,0/01/1901
Landisburg1,0/15/1904
Lansdale0,7/01/1902
Lansing1,0/15/1903
Latrobe1,2/01/1904
Laurel0,3/15/1902
Lawrenceville0,2/02/1903
Lebanon0,7/01/1902
Leechburg1,0/15/1903
Leesport1,1/15/1904
Lehighton0,9/01/1903
Leraysville0,5/02/1904
Lewisberry1,2/01/1903
Lewisburg1,0/01/1903
Lewistown1,2/02/1901
Liberty0,6/01/1904
Lickdale0,4/01/1904
Lightstreet0,7/01/1903
Ligonier1,2/01/1904
Lincoln University0,1/01/1903
Lincolnville0,1/08/1904
Lincolnville1,2/01/1903
Linden0,7/01/1902
Linesville0,3/01/1902
Lititz1,1/01/1901
Little Marsh1,1/02/1903
Littlegap0,9/01/1903
Littletown1,1/01/1900
Livermore0,5/01/1903
Lockhaven0,6/01/1904
Lowville0,1/15/1904
Loysville1,1/01/1904
Macungie0,7/01/1903
Mahanoy City0,3/01/1904
Mainesburg1,2/01/1904
Mainville1,2/01/1903
Malvern0,3/15/1901
Manchester0,1/15/1904
Manheim0,7/01/1902
Mansfield0,9/02/1901
Marietta1,1/01/1902
Mars0,8/15/1902
Martins Creek0,4/01/1904
Martinsburg0,2/01/1904
Masontown1,1/02/1903
Mauchchunk1,1/01/1904
Mc Alisterville1,2/01/1904
Mc Clellandtown1,1/02/1903
Mc Clure1,1/01/1904
Mc Kean0,2/02/1903
Mc Kees Rocks0,7/01/1901
Mc Keesport1,2/01/1903
Mc Veytown0,7/01/1903
McDonald1,0/15/1900
Meadville1,0/15/1900
Mechanicsburg0,4/01/1904
Media0,7/05/1899
Mercer0,8/01/1901
Mercersburg0,2/15/1904
Mertztown1,2/01/1904
Meshoppen1,0/01/1903
Meyersdale0,4/01/1904
Middleburg1,1/01/1904
Middlebury Centre0,2/02/1903
Middletown0,7/01/1903
Mifflintown0,7/01/1903
Milan0,5/02/1904
Milesgrove0,4/01/1902
Mill Village1,0/15/1904
Millers Station0,2/02/1903
Millerstown1,1/01/1904
Millersville0,3/16/1903
Millerton1,0/01/1903
Millhall1,2/15/1903
Millmont1,2/15/1904
Millville1,2/15/1900
Milroy0,7/01/1903
Milton0,9/01/1900
Monaca1,2/01/1902
Monongahela1,1/01/1900
Monroeton0,5/02/1904
Montgomery0,7/01/1902
Montoursville0,7/01/1902
Moravia0,5/02/1904
Morris1,0/01/1903
Mosgrove1,0/01/1904
Mount Bethel0,9/01/1903
Mount Jewett0,6/01/1904
Mount Joy0,3/01/1902
Mount Pleasant0,7/01/1904
Mounthope0,4/15/1904
Mountville0,9/01/1903
Muddycreek Forks0,7/01/1903
Muncy0,5/01/1902
Muncy Valley1,1/15/1904
Murdocksville0,2/15/1901
Myerstown0,7/01/1903
Narvon0,4/01/1904
Nazareth0,6/01/1904
Nelson1,1/01/1902
Nescopeck0,8/15/1900
New Albany0,5/02/1904
New Alexandria0,7/01/1904
New Bethlehem1,1/02/1903
New Bloomfield0,7/01/1903
New Brighton0,4/01/1903
New Columbia1,0/01/1903
New Cumberland1,1/15/1904
New Enterprise0,9/01/1903
New Florence0,4/15/1904
New Freedom1,1/01/1902
New Galilee1,2/01/1902
New Holland1,1/01/1902
New Kingstown1,2/15/1904
New Oxford0,7/01/1903
New Providence0,4/15/1904
New Richmond1,2/01/1903
New Ringgold1,2/01/1904
New Salem1,1/02/1903
New Sheffield0,4/15/1901
New Stanton1,1/24/1896
New Wilmington0,7/01/1901
Newcastle1,0/15/1900
Newmanstown0,4/01/1904
Newport0,7/01/1903
Newtown Square0,9/01/1902
Nicholson1,2/01/1904
Niles Valley0,2/02/1903
Norristown1,0/01/1900
North East0,6/02/1902
North Hope0,8/15/1902
North Sewickley1,1/15/1904
North Springfield0,3/02/1903
North Wales0,5/01/1903
North Water Gap0,3/01/1902
Northumberland0,8/01/1904
Nottingham0,1/01/1904
Oakdale0,2/02/1903
Oil City0,2/01/1902
Olyphant0,5/01/1901
Onset0,4/01/1904
Opp1,2/15/1904
Option0,9/01/1903
Orangeville0,7/01/1903
Orrtanna0,7/01/1903
Orwigsburg1,2/01/1904
Osceola1,1/01/1902
Oswayo0,2/01/1904
Oxford0,7/01/1902
Palmyra0,9/15/1903
Paradise0,3/02/1903
Parke0,7/01/1903
Parkers Landing0,6/01/1901
Patterson1,0/15/1903
Patton0,1/15/1904
Paxinos0,4/01/1904
Penbrook0,5/16/1904
Pennsburg0,4/01/1902
Pennsylvania Furnace0,1/15/1901
Perkasie0,9/01/1902
Perkiomenville0,5/01/1903
Perryopolis1,1/02/1903
Perrysville0,6/01/1904
Petersburg0,6/01/1904
Peterscreek0,4/15/1904
Petrolia0,8/15/1902
Phoenixville0,8/15/1900
Pittsburg1,0/01/1903
Pittsfield1,2/15/1903
Pleasantville0,8/01/1902
Point Marion1,0/15/1904
Polk0,8/01/1902
Port Allegany0,9/01/1902
Port Matilda0,9/01/1903
Port Royal0,7/01/1903
Porters Sideling1,2/01/1903
Portersville0,8/15/1902
Pottsgrove1,1/02/1903
Pottstown0,5/01/1900
Powell0,5/02/1904
Prospect0,8/15/1902
Pulaski1,2/15/1900
Punxsutawney1,1/15/1904
Quakertown1,1/01/1901
Quarryville0,9/01/1903
Randolph1,2/01/1903
Reading1,0/01/1901
Redhill0,9/01/1902
Redlion1,1/01/1902
Reedsville0,7/01/1903
Reinholds Station1,2/15/1904
Renfrew0,8/15/1902
Reynoldsville1,1/01/1904
Rheems1,1/01/1902
Rices Landing0,3/01/1904
Richland Center0,3/01/1902
Ringtown0,4/01/1903
Roaring Branch0,8/01/1903
Roaring Spring0,6/01/1904
Robesonia0,4/01/1904
Rochester0,4/15/1904
Rockport0,7/15/1904
Rockwood1,2/15/1904
Rohrsburg0,8/01/1903
Roland0,6/01/1904
Rome0,5/02/1904
Ronks1,1/01/1902
Roscoe1,0/15/1900
Roulette0,2/01/1904
Rouseville0,9/15/1903
Royersford0,6/01/1901
Ruffsdale1,1/24/1896
Rummerfield0,5/02/1904
Russell0,9/01/1903
Saegerstown1,2/02/1901
Safe Harbor0,9/01/1903
Saint Peters0,1/01/1902
Salina0,2/15/1904
Salladasburg0,2/01/1904
Saltsburg1,1/01/1902
Sandylake0,2/15/1904
Sarversville0,8/15/1902
Saxonburg0,8/15/1902
Saylorsburg0,6/01/1904
Scenery Hill1,2/01/1900
Schaefferstown1,2/01/1904
Schwenkville1,1/01/1902
Scottdale1,0/01/1903
Sellersville0,8/01/1902
Seven Valleys0,7/01/1903
Sewickley0,1/01/1903
Shadeland0,5/01/1902
Shamokin0,9/01/1902
Sharon0,2/15/1904
Sharpsburg0,7/01/1903
Sharpsville0,2/15/1904
Shermans Dale0,9/01/1903
Shermansville1,2/01/1903
Shickshinny0,8/01/1902
Shippensburg0,1/02/1899
Shirleysburg0,7/01/1903
Shoemakersville0,7/01/1903
Shoff0,5/01/1903
Siegfried0,2/01/1904
Sinking Spring0,9/01/1904
Skidmore1,0/01/1901
Sligo0,9/01/1904
Slippery Rock1,2/15/1900
Smethport0,9/01/1902
Smithfield1,1/02/1903
Smiths Ferry1,1/02/1903
Smithton0,2/01/1902
Smock0,6/01/1901
Snyders1,2/01/1904
Somerslane1,1/02/1903
Soudertown0,8/01/1902
South Bethlehem0,9/01/1904
Spartansburg0,6/02/1902
Spring City0,1/01/1902
Spring Mills0,5/01/1903
Springboro0,5/01/1902
Springcreek0,1/01/1903
Springforge0,5/01/1903
State College0,8/01/1902
Stevens0,3/02/1903
Stewartstown1,2/01/1902
Stillwater0,4/15/1904
Stoneboro0,2/15/1904
Stoystown0,4/15/1904
Strasburg0,3/02/1903
Strawberry Ridge0,4/01/1904
Stroudsburg0,4/15/1904
Sugar Grove0,2/01/1902
Sugarloaf0,8/01/1902
Sugarrun0,5/02/1904
Sunbury0,7/01/1903
Sunset0,4/01/1901
Susquehanna1,0/01/1903
Sycamore0,8/15/1904
Tamaqua0,5/01/1903
Tarentum0,7/01/1903
Taylorstown0,5/01/1900
Telford0,6/01/1901
Temple1,1/15/1904
Thomasville1,2/01/1904
Thompsontown0,2/01/1902
Thorndale1,1/01/1904
Tiadaghton0,6/15/1904
Tidioute1,1/02/1903
Tillie0,7/01/1903
Tioga0,2/02/1903
Titusville1,0/01/1900
Torpedo0,9/15/1903
Towanda0,5/01/1901
Townville1,2/01/1903
Transfer1,1/01/1901
Troy0,5/02/1904
Troy Center1,2/01/1903
Tryonville1,2/01/1903
Tunkhannock1,1/02/1903
Turbutville0,4/01/1903
Turtlepoint1,2/15/1903
Tyrone0,8/01/1901
Ulster0,5/02/1904
Ulysses0,2/01/1904
Union City0,3/15/1901
Uniontown1,1/02/1903
Unityville1,2/01/1904
Upper Middletown1,1/02/1903
Utica0,7/01/1902
Valencia0,8/15/1902
Vanderbilt1,1/02/1903
Vandergrift1,1/15/1904
Venango0,3/01/1902
Venetia1,0/15/1900
Volant1,1/01/1900
Wallingford0,7/10/1899
Wampum0,7/01/1903
Wapwallopen0,7/01/1902
Warren1,1/02/1903
Warren Center0,5/02/1904
Warriors Mark0,3/01/1902
Washington1,0/03/1898
Washingtonboro1,1/01/1902
Waterford1,0/01/1901
Watsontown0,3/01/1902
Wattsburg0,4/01/1903
Waynesburg1,2/15/1903
Weatherly0,5/16/1904
Weissport0,9/01/1903
Wellsboro0,2/02/1903
Wellsville1,0/01/1903
Wescosville0,6/01/1904
West Alexander0,3/15/1900
West Brownsville0,4/01/1901
West Finley0,1/15/1901
West Manchester0,5/01/1903
West Middlesex0,2/15/1904
West Middletown0,2/01/1901
West Newton0,7/10/1899
West Sunbury0,8/15/1902
West Willow0,4/01/1904
Westchester0,1/02/1899
Westfield1,1/01/1902
Westford1,2/01/1903
Westgrove0,1/01/1902
Whitedeer1,0/01/1903
Whitehaven0,9/15/1903
Whiterock1,2/01/1904
Wilawana0,5/02/1904
Wilcox1,2/15/1904
Wildwood0,7/01/1903
Williamsport0,2/02/1903
Willowstreet1,1/15/1904
Wilmore0,5/16/1904
Winfield1,1/01/1904
Woodbine1,1/01/1902
Woodbury0,3/01/1902
Worthington0,6/01/1904
Wrightsville0,7/01/1902
Wyalusing0,5/02/1904
Wysox0,7/01/1903
Yohoghany0,4/01/1904
York0,8/01/1902
York Springs1,2/02/1901
Yorkhaven0,7/01/1903
Youngsville0,1/01/1903
Zelienople0,8/15/1902
Zion0,8/01/1902
Zionsville0,6/01/1904
