Name,State,Date
Steffenville,Missouri,10/01/1903
Stewartsville,Missouri,11/01/1901
Stillings,Missouri,01/15/1904
Stotts City,Missouri,10/01/1904
Strafford,Missouri,09/15/1904
Sturgeon,Missouri,04/15/1904
Sumner,Missouri,10/01/1901
Sweetsprings,Missouri,04/01/1903
Tarkio,Missouri,08/15/1900
Taylor,Missouri,08/01/1903
Thompson,Missouri,09/15/1904
Tina,Missouri,03/02/1903
Tipton,Missouri,09/15/1903
Trenton,Missouri,01/02/1901
Trimble,Missouri,11/02/1903
Triplett,Missouri,01/01/1904
Troy,Missouri,12/01/1902
Turney,Missouri,09/02/1901
Union Star,Missouri,09/01/1903
Unionville,Missouri,08/01/1902
Urich,Missouri,03/01/1902
Utica,Missouri,11/01/1901
Valley Park,Missouri,06/01/1904
Vandalia,Missouri,02/01/1901
Verona,Missouri,04/01/1903
Versailles,Missouri,11/01/1901
Vibbard,Missouri,11/16/1903
Villaridge,Missouri,04/15/1904
Wakenda,Missouri,10/01/1902
Walker,Missouri,09/01/1902
Walnutgrove,Missouri,04/01/1904
Warren,Missouri,04/15/1904
Warrensburg,Missouri,07/01/1902
Warrenton,Missouri,02/15/1901
Warsaw,Missouri,05/02/1904
Washington,Missouri,10/01/1904
Watson,Missouri,09/01/1903
Waverly,Missouri,05/16/1904
Weatherby,Missouri,09/01/1903
Weaubleau,Missouri,12/01/1904
Webb City,Missouri,04/01/1903
Wellington,Missouri,09/01/1903
Wellsville,Missouri,07/01/1902
Wentworth,Missouri,04/01/1903
Wentzville,Missouri,05/16/1904
Westalton,Missouri,02/02/1903
Westboro,Missouri,09/01/1902
Westline,Missouri,07/01/1904
Weston,Missouri,09/01/1902
Westplains,Missouri,02/02/1903
Wheeling,Missouri,05/01/1901
Whiteside,Missouri,01/15/1904
Whitewater,Missouri,11/01/1904
Willard,Missouri,10/01/1903
Williamstown,Missouri,09/15/1903
Windsor,Missouri,01/01/1902
Winfield,Missouri,10/15/1904
Winston,Missouri,09/01/1903
Wise,Missouri,11/15/1904
Wooldridge,Missouri,01/01/1904
Worth,Missouri,09/01/1903
Wright City,Missouri,11/01/1902
Wyaconda,Missouri,03/02/1903
Yarrow,Missouri,12/15/1904
Belgrade,Montana,01/15/1904
Billings,Montana,02/01/1902
Bozeman,Montana,01/15/1904
Butte,Montana,01/01/1904
Cascade,Montana,12/01/1904
Columbia Falls,Montana,09/15/1903
Hamilton,Montana,10/01/1903
Kalispell,Montana,10/01/1903
Manhattan,Montana,07/15/1904
Missoula,Montana,07/15/1904
Stevensville,Montana,10/01/1903
Victor,Montana,12/15/1904
Abie,Nebraska,09/15/1904
Adams,Nebraska,11/15/1902
Albion,Nebraska,11/01/1902
Alda,Nebraska,09/15/1904
Alexandria,Nebraska,07/01/1903
Allen,Nebraska,06/15/1904
Alma,Nebraska,02/01/1904
Alvo,Nebraska,10/01/1902
Ames,Nebraska,11/15/1902
Ansley,Nebraska,08/15/1904
Arapahoe,Nebraska,09/01/1904
Arborville,Nebraska,04/15/1904
Arcadia,Nebraska,02/15/1904
Archer,Nebraska,11/01/1902
Arlington,Nebraska,09/15/1900
Armour,Nebraska,02/01/1904
Ashland,Nebraska,07/01/1903
Ashton,Nebraska,05/16/1904
Atlanta,Nebraska,02/01/1904
Auburn,Nebraska,10/01/1900
Aurora,Nebraska,07/16/1900
Avoca,Nebraska,10/01/1902
Axtell,Nebraska,11/16/1903
Ayr,Nebraska,09/15/1904
Bancroft,Nebraska,02/01/1902
Bartley,Nebraska,11/01/1904
Beatrice,Nebraska,09/02/1901
Beaver City,Nebraska,04/01/1904
Beaver Crossing,Nebraska,07/01/1903
Bee,Nebraska,12/15/1903
Beemer,Nebraska,12/01/1903
Belden,Nebraska,09/15/1904
Belgrade,Nebraska,09/01/1904
Belvidere,Nebraska,07/01/1903
Benedict,Nebraska,07/01/1902
Bennett,Nebraska,09/02/1901
Bennington,Nebraska,09/01/1902
Benson,Nebraska,06/01/1899
Berlin,Nebraska,11/16/1903
Bertrand,Nebraska,10/15/1902
Bethany,Nebraska,07/01/1902
Bladen,Nebraska,07/01/1902
Blair,Nebraska,08/01/1900
Bloomfield,Nebraska,04/01/1904
Bloomington,Nebraska,06/01/1904
Bluehill,Nebraska,09/01/1904
Bluesprings,Nebraska,09/15/1903
Boelus,Nebraska,01/01/1904
Boone,Nebraska,09/01/1904
Bostwick,Nebraska,04/01/1903
Bradish,Nebraska,04/15/1904
Bradshaw,Nebraska,08/01/1901
Brady,Nebraska,08/15/1904
Brainard,Nebraska,12/15/1903
Brock,Nebraska,09/01/1902
Broken Bow,Nebraska,06/01/1904
Brownville,Nebraska,08/01/1901
Bruning,Nebraska,07/01/1903
Bruno,Nebraska,09/01/1904
Brunswick,Nebraska,10/01/1904
Burchard,Nebraska,02/01/1902
Burr,Nebraska,03/01/1904
Burwell,Nebraska,11/01/1904
Byron,Nebraska,01/01/1904
Cairo,Nebraska,01/01/1904
Callaway,Nebraska,06/15/1904
Cambridge,Nebraska,11/16/1903
Campbell,Nebraska,02/01/1904
Carleton,Nebraska,06/01/1904
Carroll,Nebraska,04/01/1904
Cedar Rapids ,Nebraska,11/01/1902
Cedarbluffs,Nebraska,07/01/1903
Cedarcreek,Nebraska,10/01/1902
Central City,Nebraska,02/01/1902
Ceresco,Nebraska,02/01/1902
Chalco,Nebraska,12/15/1904
Chapman,Nebraska,07/01/1903
Cheney,Nebraska,07/01/1902
Chester,Nebraska,10/01/1903
Clarks,Nebraska,08/01/1902
Clarkson,Nebraska,04/01/1903
Clatonia,Nebraska,11/02/1903
Clay Center,Nebraska,11/15/1902
Clearwater,Nebraska,08/15/1904
Coleridge,Nebraska,09/01/1904
Colon,Nebraska,11/01/1901
Columbus,Nebraska,07/01/1902
Comstock,Nebraska,11/16/1903
Concord,Nebraska,06/01/1904
Cook,Nebraska,11/02/1903
Cortland,Nebraska,10/01/1903
Cowles,Nebraska,07/01/1903
Cozad,Nebraska,11/01/1900
Crab Orchard,Nebraska,12/01/1903
Craig,Nebraska,09/01/1900
Creighton,Nebraska,11/01/1902
Creston,Nebraska,12/01/1904
Crete ,Nebraska,10/01/1901
Cushing,Nebraska,12/01/1904
Dakota,Nebraska,10/01/1900
Dannebrog,Nebraska,07/01/1903
Davenport,Nebraska,07/01/1903
David City,Nebraska,02/01/1902
Dawson,Nebraska,07/01/1902
Daykin,Nebraska,07/01/1903
Decatur,Nebraska,08/01/1900
Denton,Nebraska,09/02/1901
Deshler,Nebraska,01/01/1904
Deweese,Nebraska,04/01/1903
Dewitt,Nebraska,04/01/1903
Diller,Nebraska,11/01/1901
Dixon,Nebraska,11/02/1903
Dodge,Nebraska,04/01/1904
Doniphan,Nebraska,07/01/1902
Dorchester,Nebraska,09/15/1900
Douglas,Nebraska,11/16/1903
Dubois,Nebraska,02/01/1904
Dunbar,Nebraska,01/15/1904
Duncan,Nebraska,09/15/1904
Eagle,Nebraska,10/01/1902
Edgar,Nebraska,10/01/1901
Edholm,Nebraska,12/15/1903
Edison,Nebraska,12/01/1903
Elba,Nebraska,01/01/1904
Elgin,Nebraska,10/15/1903
Elk City,Nebraska,06/01/1899
Elk Creek,Nebraska,10/01/1901
Elkhorn,Nebraska,07/01/1903
Ellis,Nebraska,04/01/1904
Elmcreek,Nebraska,11/01/1902
Elmwood,Nebraska,10/01/1902
Elwood,Nebraska,09/01/1904
Emerald,Nebraska,09/01/1902
Emerson,Nebraska,07/01/1903
Endicott,Nebraska,07/15/1904
Ewing,Nebraska,12/01/1903
Exeter,Nebraska,03/15/1901
Fairbury,Nebraska,10/01/1900
Fairfield,Nebraska,02/01/1902
Fairmont,Nebraska,06/04/1900
Falls City,Nebraska,07/01/1902
Farwell,Nebraska,01/15/1904
Filley,Nebraska,11/15/1902
Firth,Nebraska,07/01/1902
Florence,Nebraska,06/04/1900
Fort Calhoun,Nebraska,02/01/1902
Fort Crook,Nebraska,07/02/1900
Franklin,Nebraska,04/01/1902
Fremont,Nebraska,08/01/1900
Friend,Nebraska,03/01/1901
Fullerton,Nebraska,11/01/1902
Funk,Nebraska,08/01/1902
Garrison,Nebraska,12/01/1903
Geneva,Nebraska,10/01/1901
Genoa,Nebraska,10/15/1903
Germantown,Nebraska,11/01/1904
Gibbon,Nebraska,02/01/1902
Gilead,Nebraska,09/01/1904
Giltner,Nebraska,07/01/1903
Gladstone,Nebraska,07/15/1904
Glenville,Nebraska,11/01/1901
Gothenburg,Nebraska,02/01/1902
Grafton,Nebraska,11/01/1901
Grand Island,Nebraska,11/01/1901
Greeley,Nebraska,07/15/1904
Greenwood,Nebraska,10/01/1902
Gresham,Nebraska,07/01/1902
Gretna,Nebraska,11/01/1900
Guiderock,Nebraska,09/03/1900
Hallam,Nebraska,09/01/1902
Hampton,Nebraska,11/01/1900
Hardy,Nebraska,02/01/1902
Hartington,Nebraska,03/01/1902
Harvard,Nebraska,07/01/1902
Hastings,Nebraska,11/15/1900
Havelock,Nebraska,02/02/1903
Heartwell,Nebraska,10/01/1903
Hebron,Nebraska,07/01/1903
Helvey,Nebraska,08/01/1904
Henderson,Nebraska,09/01/1902
Herman,Nebraska,02/01/1901
Hickman,Nebraska,10/15/1903
Hildreth,Nebraska,12/01/1903
Holbrook,Nebraska,01/01/1904
Holdrege,Nebraska,07/16/1900
Holmesville,Nebraska,09/15/1903
Holstein,Nebraska,08/01/1904
Hooper,Nebraska,12/15/1900
Hoskins,Nebraska,11/16/1903
Howell,Nebraska,01/01/1904
Howell,Nebraska,04/01/1904
Hubbard,Nebraska,07/15/1904
Hubbell,Nebraska,08/01/1904
Humboldt,Nebraska,04/15/1900
Humphrey,Nebraska,04/01/1904
Huntley,Nebraska,09/01/1904
Inavale,Nebraska,01/15/1904
Indianola,Nebraska,11/15/1904
Inland,Nebraska,04/01/1902
Irvington,Nebraska,09/01/1900
Ithaca,Nebraska,04/01/1903
Jansen,Nebraska,09/02/1901
Johnson,Nebraska,02/01/1902
Juniata,Nebraska,02/01/1902
Kearney,Nebraska,10/01/1900
Kenesaw,Nebraska,07/01/1904
Kennard,Nebraska,07/01/1902
Laurel,Nebraska,11/01/1902
Lawrence,Nebraska,07/01/1903
Lebanon,Nebraska,04/01/1904
Leigh,Nebraska,10/15/1903
Lexington,Nebraska,02/01/1902
Liberty,Nebraska,10/15/1900
Lincoln,Nebraska,11/01/1900
Lindsay,Nebraska,04/15/1904
Linwood,Nebraska,05/16/1904
Litchfield,Nebraska,01/15/1904
Loomis,Nebraska,10/15/1902
Loretto,Nebraska,04/01/1904
Louisville,Nebraska,10/01/1902
Lushton,Nebraska,08/01/1902
Lynch,Nebraska,12/01/1903
Lyons,Nebraska,03/01/1901
Madison,Nebraska,02/01/1902
Malcolm,Nebraska,05/02/1904
Malmo,Nebraska,12/15/1903
Marquette,Nebraska,07/01/1902
Martel,Nebraska,08/01/1904
Mason City,Nebraska,09/01/1904
Mc Cook,Nebraska,09/15/1904
Mc Cool Junction,Nebraska,04/01/1904
Mead,Nebraska,11/01/1901
Meadowgrove,Nebraska,10/15/1903
Memphis,Nebraska,03/01/1904
Merna,Nebraska,01/15/1904
Milford,Nebraska,07/16/1900
Millard,Nebraska,07/01/1901
Milligan,Nebraska,09/15/1904
Minden,Nebraska,10/01/1901
Monroe,Nebraska,10/01/1902
Morsebluff,Nebraska,02/01/1904
Murdock,Nebraska,10/01/1902
Murray,Nebraska,10/01/1902
Mynard,Nebraska,10/01/1902
Naponee,Nebraska,05/16/1904
Nebraska City,Nebraska,09/02/1901
Nehawka,Nebraska,10/01/1902
Neligh,Nebraska,05/16/1904
Nelson,Nebraska,07/01/1903
Nemaha,Nebraska,09/01/1902
Newcastle,Nebraska,10/15/1900
Newman Grove,Nebraska,12/01/1903
Nora,Nebraska,10/01/1904
Norfolk,Nebraska,02/01/1902
Norman,Nebraska,07/01/1903
North Bend,Nebraska,07/01/1901
North Loup,Nebraska,04/15/1904
Oak,Nebraska,07/01/1903
Oakland,Nebraska,07/01/1901
Odell,Nebraska,11/01/1900
Ohiowa,Nebraska,07/01/1903
Omaha,Nebraska,09/15/1900
Ong,Nebraska,06/01/1904
Orchard,Nebraska,12/01/1904
Ord,Nebraska,05/16/1904
Orleans,Nebraska,07/01/1903
Osceola,Nebraska,07/01/1902
Osmond,Nebraska,07/01/1903
Overton,Nebraska,04/15/1904
Oxford,Nebraska,10/15/1902
Page,Nebraska,06/15/1904
Palmer,Nebraska,11/01/1902
Palmyra,Nebraska,02/01/1902
Panama,Nebraska,03/01/1904
Papillion,Nebraska,07/01/1901
Pauline,Nebraska,09/15/1904
Pawnee City,Nebraska,06/18/1900
Pender,Nebraska,02/01/1902
Peru,Nebraska,11/01/1901
Petersburg,Nebraska,11/01/1902
Phillips,Nebraska,10/01/1903
Pickrell,Nebraska,10/01/1903
Pierce,Nebraska,07/01/1903
Pilger,Nebraska,07/01/1903
Plainview,Nebraska,02/01/1902
Platte Center,Nebraska,05/16/1904
Plattsmouth,Nebraska,10/01/1902
Pleasantdale,Nebraska,12/01/1903
Plymouth,Nebraska,07/01/1903
Ponca,Nebraska,08/15/1900
Powel,Nebraska,07/01/1903
Prague,Nebraska,12/15/1903
Prosser,Nebraska,04/01/1904
Randolph,Nebraska,07/15/1903
Ravenna,Nebraska,12/15/1903
Raymond,Nebraska,02/01/1902
Redcloud,Nebraska,07/01/1903
Republican City,Nebraska,02/15/1904
Reynolds,Nebraska,07/01/1903
Richland,Nebraska,12/01/1904
Rising City,Nebraska,07/01/1903
Riverdale,Nebraska,05/16/1904
Riverton,Nebraska,05/16/1904
Roca,Nebraska,09/01/1902
Rogers,Nebraska,11/01/1902
Rokeby,Nebraska,02/02/1903
Roseland,Nebraska,02/01/1904
Rulo,Nebraska,11/15/1904
Ruskin,Nebraska,07/01/1903
Saint Edward,Nebraska,11/01/1902
Saint Helena,Nebraska,10/01/1902
Saint James,Nebraska,05/02/1904
Saint Libory,Nebraska,11/01/1902
Saint Michael,Nebraska,11/16/1903
Saint Paul,Nebraska,07/01/1903
Salem,Nebraska,09/01/1902
Sargent,Nebraska,05/16/1904
Saronville,Nebraska,07/01/1903
Schuyler,Nebraska,11/01/1902
Scotia,Nebraska,11/01/1904
Scribner,Nebraska,10/15/1900
Seward,Nebraska,07/01/1901
Shelby,Nebraska,07/01/1903
Shelton,Nebraska,01/01/1902
Shickley,Nebraska,07/01/1903
Shubert,Nebraska,02/15/1904
Silvercreek,Nebraska,07/01/1903
Smithfield,Nebraska,11/15/1904
South Auburn,Nebraska,10/01/1900
South Omaha,Nebraska,07/01/1902
Southbend,Nebraska,10/01/1902
Spencer,Nebraska,12/01/1903
Springfield,Nebraska,06/01/1901
Springranch,Nebraska,07/01/1903
Stamford,Nebraska,04/01/1904
Stanton,Nebraska,02/01/1902
Staplehurst,Nebraska,12/01/1903
Steele City,Nebraska,07/01/1903
Steele City,Nebraska,07/15/1904
Steinauer,Nebraska,10/01/1902
Stella,Nebraska,09/01/1902
Sterling,Nebraska,09/01/1903
Stockham,Nebraska,11/15/1900
Strang ,Nebraska,07/01/1903
Stromsburg,Nebraska,02/01/1902
Superior,Nebraska,01/01/1902
Surprise,Nebraska,05/16/1904
Sutton,Nebraska,07/01/1903
Sutton,Nebraska,07/16/1900
Swanton,Nebraska,07/01/1903
Swedeburg,Nebraska,04/01/1904
Syracuse,Nebraska,02/01/1902
Table Rock,Nebraska,07/01/1901
Talmage,Nebraska,11/02/1903
Tecumseh,Nebraska,11/07/1896
Tekamah,Nebraska,06/11/1900
Thompson,Nebraska,08/01/1904
Tilden,Nebraska,10/15/1903
Tobias,Nebraska,07/01/1903
Trumbull,Nebraska,02/01/1904
Ulysses,Nebraska,07/01/1903
Unadilla,Nebraska,02/01/1902
Union,Nebraska,10/01/1902
Upland,Nebraska,12/01/1902
Utica,Nebraska,10/01/1903
Valley,Nebraska,07/01/1901
Valparaiso,Nebraska,10/15/1903
Venus,Nebraska,12/01/1904
Verdon,Nebraska,11/02/1903
Vesta,Nebraska,11/16/1903
Wabash,Nebraska,10/01/1902
Waco,Nebraska,08/01/1901
Wahoo,Nebraska,11/15/1902
Wakefield,Nebraska,02/01/1902
Waterloo,Nebraska,09/01/1902
Wausa,Nebraska,10/01/1903
Waverly,Nebraska,10/01/1901
Wayne,Nebraska,02/01/1902
Weeping Water,Nebraska,10/01/1902
West Point,Nebraska,02/01/1902
Western,Nebraska,07/01/1903
Weston,Nebraska,02/01/1904
Wilber,Nebraska,02/01/1902
Wilcox,Nebraska,10/01/1903
Winnetoon,Nebraska,05/02/1904
Winside,Nebraska,12/01/1903
Wisner,Nebraska,07/01/1903
Wood River,Nebraska,07/01/1903
Wymore,Nebraska,11/01/1900
York,Nebraska,10/01/1900
Yutan,Nebraska,02/01/1904
Lovelock,Nevada,12/01/1903
Alton,New Hampshire,05/01/1903
Amherst,New Hampshire,02/01/1902
Amherst,New Hampshire,02/01/1902
Andover,New Hampshire,02/15/1904
Antrim,New Hampshire,12/15/1900
Ashland,New Hampshire,03/01/1902
Ashuelot,New Hampshire,04/01/1904
Auburn,New Hampshire,07/01/1902
Bradford,New Hampshire,03/01/1902
Bristol,New Hampshire,03/01/1902
Canaan,New Hampshire,12/15/1903
Candia,New Hampshire,02/01/1902
Center Barnstead,New Hampshire,05/16/1904
Center Conway,New Hampshire,02/01/1902
Center Harbor,New Hampshire,05/01/1903
Chester,New Hampshire,05/01/1903
Claremont,New Hampshire,08/01/1903
Colebrook,New Hampshire,08/01/1903
Concord,New Hampshire,09/05/1899
Contoocook,New Hampshire,11/01/1900
Danbury,New Hampshire,08/01/1903
Derry,New Hampshire,05/01/1903
Dover,New Hampshire,11/15/1900
Durham,New Hampshire,12/01/1902
East Andover,New Hampshire,10/01/1903
Epping,New Hampshire,12/01/1902
Exeter,New Hampshire,05/02/1904
Farmington,New Hampshire,05/01/1903
Francestown,New Hampshire,07/01/1901
Franklin,New Hampshire,02/15/1901
Franklin Falls,New Hampshire,03/15/1901
Fremont,New Hampshire,05/16/1904
Gilmanton Iron Works,New Hampshire,07/01/1903
Goffstown,New Hampshire,11/15/1900
Gonic,New Hampshire,09/01/1902
Gossville,New Hampshire,05/01/1903
Grasmere,New Hampshire,02/01/1902
Greenland,New Hampshire,05/16/1904
Hancock,New Hampshire,10/01/1902
Henniker,New Hampshire,03/01/1902
Hill,New Hampshire,08/01/1903
Hudson,New Hampshire,12/02/1901
Keene,New Hampshire,10/15/1904
Laconia,New Hampshire,06/01/1901
Lakeport,New Hampshire,02/15/1902
Lancaster,New Hampshire,01/01/1902
Lisbon,New Hampshire,11/01/1902
Littleton,New Hampshire,12/01/1902
Manchester,New Hampshire,10/15/1900
Marlboro,New Hampshire,05/02/1904
Mason,New Hampshire,04/01/1904
Meredith,New Hampshire,02/01/1902
Milford,New Hampshire,03/01/1901
Moultonboro,New Hampshire,07/15/1903
Mount Vernon,New Hampshire,07/01/1901
Nashua ,New Hampshire,11/01/1900
New Boston,New Hampshire,07/01/1901
New Durham,New Hampshire,05/01/1903
New London,New Hampshire,02/02/1903
Newbury,New Hampshire,07/01/1902
Newmarket,New Hampshire,09/01/1903
North Chichester,New Hampshire,09/15/1899
North Conway,New Hampshire,05/16/1904
North Hampton,New Hampshire,09/01/1903
North Haverhill,New Hampshire,02/02/1903
Petersboro,New Hampshire,07/05/1899
Pike Station,New Hampshire,11/01/1901
Pittsburg,New Hampshire,05/16/1904
Pittsfield,New Hampshire,10/20/1898
Plymouth,New Hampshire,09/01/1900
Portsmouth,New Hampshire,05/01/1903
Raymond,New Hampshire,02/01/1902
Reads Ferry,New Hampshire,02/01/1902
Rochester,New Hampshire,05/15/1901
Salem Depot,New Hampshire,04/01/1904
Somerworth,New Hampshire,02/01/1902
South Lyndeboro,New Hampshire,03/01/1901
Stratham,New Hampshire,12/15/1900
Suncook,New Hampshire,05/01/1903
Tilton,New Hampshire,04/01/1901
Walpole,New Hampshire,06/02/1902
Warner,New Hampshire,07/01/1901
West Canaan ,New Hampshire,12/15/1903
West Lebanon,New Hampshire,09/01/1900
Whitefield,New Hampshire,08/01/1903
Wilton,New Hampshire,12/01/1900
Winchester,New Hampshire,08/01/1903
Woodsville,New Hampshire,03/15/1901
Allendale,New Jersey,07/01/1903
Asbury Park,New Jersey,01/01/1904
Bellemead,New Jersey,09/01/1903
Belmar,New Jersey,09/01/1903
Belvidere,New Jersey,10/01/1901
Berlin,New Jersey,07/01/1903
Beverly,New Jersey,02/01/1904
Beverly,New Jersey,07/01/1901
Blairstown,New Jersey,09/15/1903
Bloomsbury,New Jersey,09/01/1903
Boonton,New Jersey,12/15/1903
Boundbrook,New Jersey,09/01/1904
Bridgeton,New Jersey,04/01/1902
Bridgeville,New Jersey,01/01/1904
Broadway,New Jersey,12/01/1904
Burlington,New Jersey,10/01/1900
Camden,New Jersey,10/01/1900
Chatham,New Jersey,11/01/1898
Clarksboro,New Jersey,04/01/1902
Columbus,New Jersey,07/01/1901
Cranbury,New Jersey,02/01/1902
Danville,New Jersey,09/01/1903
Delaware,New Jersey,08/01/1899
Dover,New Jersey,12/15/1903
Elmer,New Jersey,07/01/1903
Englewood,New Jersey,09/02/1901
Englishtown,New Jersey,08/01/1902
Franklinville,New Jersey,06/01/1904
Hackensack,New Jersey,09/02/1901
Haddonfield,New Jersey,07/01/1902
Hightstown,New Jersey,08/01/1903
Jamesburg,New Jersey,08/01/1902
Jobstown,New Jersey,07/01/1902
Kinkora,New Jersey,01/01/1904
Lafayette,New Jersey,07/01/1903
Laurel Springs,New Jersey,05/16/1904
Marlton,New Jersey,12/01/1898
Medford,New Jersey,11/01/1900
Merchantville,New Jersey,07/01/1901
Midlandpark,New Jersey,07/01/1903
Milford,New Jersey,09/01/1903
Millstone,New Jersey,08/01/1902
Millville,New Jersey,12/15/1904
Monmouth Junction,New Jersey,12/01/1904
Monroeville,New Jersey,12/15/1902
Montville,New Jersey,08/01/1903
Moorestown,New Jersey,06/06/1898
Morristown,New Jersey,07/01/1903
Mount Ephraim,New Jersey,09/15/1903
Mount Holly,New Jersey,12/01/1902
Mount Laurel,New Jersey,01/01/1899
Mullica Hill,New Jersey,04/01/1902
New Brunswick,New Jersey,09/15/1900
Newfield,New Jersey,09/02/1901
Newfoundland,New Jersey,12/01/1903
Newton,New Jersey,05/01/1900
Orange,New Jersey,05/02/1904
Oxford,New Jersey,03/01/1902
Palmyra,New Jersey,12/01/1898
Paterson,New Jersey,05/01/1902
Pattenburg,New Jersey,07/01/1904
Paulsboro,New Jersey,08/01/1902
Pedricktown,New Jersey,11/02/1903
Penngrove,New Jersey,11/02/1903
Phillipsburg,New Jersey,10/15/1900
Pittstown,New Jersey,11/01/1900
Plainfield,New Jersey,12/01/1903
Port Murray,New Jersey,07/01/1903
Princeton,New Jersey,08/01/1903
Rahway,New Jersey,11/16/1903
Ramsey,New Jersey,12/15/1904
Redbank,New Jersey,08/01/1902
Ridgewood,New Jersey,11/01/1901
Riverside,New Jersey,02/01/1902
Riverton,New Jersey,06/13/1898
Robbinsville,New Jersey,04/01/1904
Salem,New Jersey,11/02/1903
Sewell,New Jersey,07/01/1901
Sicklerville,New Jersey,03/01/1904
Somerville,New Jersey,09/15/1904
Stewartsville,New Jersey,11/01/1900
Sussex,New Jersey,05/01/1903
Swedesboro,New Jersey,04/01/1902
Thorofare,New Jersey,12/15/1902
Townsbury,New Jersey,01/15/1904
Trenton,New Jersey,04/01/1902
Tuckahoe,New Jersey,10/01/1904
Tuckerton,New Jersey,10/01/1903
Vincetown,New Jersey,07/01/1901
Vineland,New Jersey,12/01/1900
Washington,New Jersey,06/15/1904
Westwood,New Jersey,01/01/1902
Whippany,New Jersey,04/01/1902
Woodstown,New Jersey,11/02/1903
Carlsbad,New Mexico,02/02/1903
Maxwell City,New Mexico,07/01/1903
Roswell,New Mexico,03/01/1902
Adams,New York,01/01/1904
Adams Basin,New York,11/01/1901
Adams Center,New York,07/01/1903
Adams Center,New York,08/15/1903
Addison,New York,12/02/1901
Afton,New York,09/01/1903
Akin,New York,03/01/1904
Akron,New York,08/01/1901
Albion,New York,12/01/1900
Alden,New York,05/01/1902
Alexander,New York,09/02/1901
Alfred Station,New York,12/01/1903
Allegany,New York,03/02/1903
Almond,New York,03/01/1902
Alpine,New York,09/01/1902
Altamont,New York,05/16/1904
Altmar,New York,10/01/1902
Altona ,New York,07/01/1903
Amenia,New York,10/01/1903
Amsterdam,New York,11/01/1901
Andover,New York,10/01/1903
Angelica,New York,03/01/1902
Angola,New York,09/02/1901
Antwerp,New York,05/02/1898
Appleton,New York,11/15/1901
Arcade,New York,11/01/1900
Argyle,New York,02/15/1904
Arkport,New York,03/01/1902
Arlington,New York,05/01/1902
Ashville,New York,11/15/1900
Athens,New York,11/02/1903
Attica,New York,07/01/1903
Atwater,New York,09/01/1903
Auburn,New York,11/01/1900
Aurora,New York,09/01/1903
Ava,New York,09/01/1904
Avoca,New York,10/01/1902
Avon ,New York,11/01/1904
Bainbridge,New York,10/01/1903
Baldwinsville,New York,07/05/1898
Ballston Lake,New York,11/02/1903
Ballston Spa,New York,07/01/1903
Bangall,New York,10/01/1902
Barker,New York,10/03/1898
Barnards Crossing,New York,08/15/1900
Barneveld,New York,07/01/1903
Barton,New York,07/01/1903
Basom,New York,07/01/1902
Batavia,New York,12/15/1900
Bath,New York,11/01/1900
Beaver Dams,New York,04/01/1904
Belmont,New York,03/01/1902
Bemuspoint,New York,12/15/1900
Bergen,New York,01/15/1901
Berkshire,New York,12/01/1902
Bern,New York,07/01/1903
Bernhards Bay,New York,07/01/1902
Binghamton,New York,07/01/1902
Black River,New York,01/01/1904
Blackcreek,New York,03/01/1902
Blasdell,New York,03/02/1903
Bliss,New York,03/15/1900
Bloomville,New York,04/01/1904
Blossvale,New York,04/01/1903
Bluff Point,New York,10/01/1901
Bolivar,New York,04/01/1902
Bolton Landing,New York,07/01/1903
Bombay,New York,11/01/1904
Boonville,New York,03/01/1902
Bouckville,New York,11/02/1903
Bradford,New York,10/01/1903
Brainard,New York,09/15/1903
Branchport,New York,02/15/1901
Brewerton,New York,04/01/1903
Brewster,New York,07/05/1899
Brighton,New York,03/01/1902
Bristol Center,New York,10/01/1903
Broadalbin,New York,06/15/1904
Broadalbin,New York,07/01/1903
Brockport,New York,05/01/1900
Brocton,New York,11/15/1900
Brokenstraw,New York,09/15/1902
Brookton,New York,07/01/1902
Brookton,New York,09/01/1902
Brushton,New York,12/01/1903
Burdett,New York,11/16/1903
Burke,New York,07/01/1903
Burt,New York,11/15/1901
Buskirk Bridge,New York,09/15/1903
Byron,New York,02/15/1901
Caledonia,New York,09/01/1903
Cambridge,New York,03/01/1902
Camden,New York,11/01/1900
Cameron,New York,12/02/1901
Cameron Mills,New York,10/01/1902
Camillus,New York,02/01/1900
Campbell,New York,10/01/1902
Canaan Four Corners,New York,04/01/1902
Canajoharie,New York,11/01/1901
Canandaigua,New York,12/01/1900
Canaseraga,New York,08/01/1904
Canastota,New York,12/01/1900
Candor,New York,07/01/1903
Caneadea,New York,03/01/1902
Canisteo,New York,03/01/1902
Canton,New York,09/02/1901
Cape Vincent,New York,07/01/1903
Carmel,New York,04/01/1904
Carthage,New York,10/15/1900
Cassadaga,New York,01/02/1901
Cassville,New York,12/02/1901
Castile,New York,10/15/1900
Castleton,New York,08/01/1902
Castorland,New York,12/01/1902
Cato,New York,02/02/1903
Catskill,New York,05/01/1903
Cattaraugus,New York,03/02/1903
Cayuga,New York,01/01/1902
Cayuta,New York,05/16/1904
Cazenovia,New York,10/01/1903
Central Bridge,New York,09/01/1904
Central Square,New York,07/01/1903
Chafee,New York,05/01/1902
Champlain,New York,10/01/1903
Charlotte,New York,01/01/1902
Chateaugay,New York,07/01/1903
Chatham,New York,03/01/1902
