Name,Date,State
Oglesby,01/01/1904,Texas
Omaha,07/01/1904,Texas
Overton,04/01/1903,Texas
Palestine,04/15/1904,Texas
Palmer,09/01/1903,Texas
Paradise,05/16/1904,Texas
Paris,10/01/1903,Texas
Pecangap,11/16/1903,Texas
Pilotpoint,04/15/1904,Texas
Pittsburg,11/16/1903,Texas
Plano,11/16/1903,Texas
Pleasantpoint,09/01/1904,Texas
Point,02/01/1904,Texas
Poolville,07/15/1904,Texas
Pottsboro,01/01/1904,Texas
Powderly,10/01/1904,Texas
Princeton,11/01/1904,Texas
Pritchett,09/15/1904,Texas
Proctor,04/15/1904,Texas
Prosper,07/15/1904,Texas
Purdon,09/15/1904,Texas
Queen City,10/01/1904,Texas
Quinlan,03/02/1903,Texas
Quitman,10/01/1904,Texas
Randolph,09/01/1904,Texas
Ravenna,05/16/1904,Texas
Reagan,03/01/1904,Texas
Redoak,07/01/1903,Texas
Redrock,08/15/1904,Texas
Redwater,11/16/1903,Texas
Rice,09/15/1904,Texas
Richardson,12/15/1903,Texas
Riesel,04/15/1904,Texas
Riovista,03/01/1904,Texas
Roane,02/02/1903,Texas
Roanoke,12/15/1903,Texas
Rockdale,08/15/1904,Texas
Rockwall,02/02/1903,Texas
Rodgers,11/16/1903,Texas
Rosebud,02/15/1904,Texas
Ross,05/02/1904,Texas
Roundrock,04/01/1902,Texas
Rowlett,05/16/1904,Texas
Roxton,08/01/1904,Texas
Royse City,10/01/1901,Texas
Rusk,05/01/1903,Texas
Sadler,07/01/1904,Texas
Saint Jo,09/15/1904,Texas
Salado,11/02/1903,Texas
San Antonio,09/02/1901,Texas
San Marcos,08/01/1901,Texas
San Saba,02/01/1902,Texas
Sanger,04/15/1904,Texas
Savoy,09/01/1903,Texas
Schulenburg,12/01/1904,Texas
Scurry,07/01/1903,Texas
Seagoville,12/01/1903,Texas
Sherman,03/02/1903,Texas
Shiner,08/15/1904,Texas
Simms,08/15/1904,Texas
Simpsonville,10/15/1904,Texas
Smithfield,09/01/1903,Texas
Smithland,09/01/1904,Texas
Speegleville,07/01/1903,Texas
Speegleville,09/01/1903,Texas
Stamford,04/15/1904,Texas
Stephenville,03/01/1904,Texas
Stonepoint,12/01/1904,Texas
Sulphur Springs,10/01/1903,Texas
Sunset ,11/16/1903,Texas
Tanglewood,12/01/1904,Texas
Taylor,09/15/1903,Texas
Temple,07/01/1901,Texas
Thorndale,05/16/1904,Texas
Thornton,04/15/1904,Texas
Timpson,10/15/1904,Texas
Tioga,01/01/1904,Texas
Tom Bean,07/15/1904,Texas
Tona,07/01/1904,Texas
Trenton,07/01/1904,Texas
Troup,04/01/1904,Texas
Troy,10/15/1903,Texas
Tyler,10/01/1900,Texas
Valley Mills,05/16/1904,Texas
Valleyview,04/15/1904,Texas
Van Alstyne,12/01/1903,Texas
Velasco,01/01/1904,Texas
Venus,09/15/1900,Texas
Vonormy,08/15/1904,Texas
Waco,02/01/1902,Texas
Waskom,07/15/1904,Texas
Waxahachie,07/01/1903,Texas
Weatherford,07/01/1903,Texas
Weimar,02/02/1903,Texas
West,10/01/1902,Texas
Weston,03/15/1900,Texas
Whitesboro,02/01/1902,Texas
Whitewright,12/15/1903,Texas
Whitney,01/15/1904,Texas
Willspoint,09/15/1903,Texas
Wilmer,10/01/1904,Texas
Windom,02/15/1904,Texas
Winnsboro,09/15/1904,Texas
Winona,05/02/1904,Texas
Wolfe City,03/02/1903,Texas
Woodbine,07/01/1902,Texas
Wortham,12/15/1904,Texas
Wylie,09/01/1903,Texas
Yoakum,06/01/1901,Texas
Yorktown,06/01/1901,Texas
